Brand,Price,Horsepower,Fuel Efficiency,Encoded_Brand,Scaled_Horsepower,Scaled_Fuel_Efficiency,Scaled_Brand,Performance_Index
Brand D,33309,0.6625,0.07200000000000001,9,0.6625,0.07200000000000001,1.0,0.047700000000000006
Brand Y,36337,0.6475,0.7759999999999999,3,0.6475,0.7759999999999999,0.25,0.5024599999999999
Brand D,97053,0.51,0.43999999999999995,9,0.51,0.43999999999999995,1.0,0.2244
Brand B,58528,0.33499999999999996,0.0,5,0.33499999999999996,0.0,0.5,0.0
Brand D,31838,0.8275000000000001,0.644,9,0.8275000000000001,0.644,1.0,0.5329100000000001
Brand C,75088,0.7025,0.3320000000000001,6,0.7025,0.3320000000000001,0.625,0.23323000000000005
Brand E,68508,0.3275,0.7240000000000001,2,0.3275,0.7240000000000001,0.125,0.23711000000000004
Brand D,57521,0.39749999999999996,0.8040000000000002,9,0.39749999999999996,0.8040000000000002,1.0,0.31959000000000004
Brand X,90593,0.935,0.9640000000000001,8,0.935,0.9640000000000001,0.875,0.9013400000000001
Brand W,65049,0.22250000000000003,0.7040000000000001,1,0.22250000000000003,0.7040000000000001,0.0,0.15664000000000003
Brand B,44761,0.8800000000000001,0.248,5,0.8800000000000001,0.248,0.5,0.21824000000000002
Brand E,94754,0.9299999999999999,0.824,2,0.9299999999999999,0.824,0.125,0.7663199999999999
Brand X,41610,0.71,0.128,8,0.71,0.128,0.875,0.09088
Brand B,96605,0.02250000000000002,0.58,5,0.02250000000000002,0.58,0.5,0.013050000000000011
Brand C,92009,0.6525,0.7359999999999999,6,0.6525,0.7359999999999999,0.625,0.4802399999999999
Brand A,49750,0.1875,0.524,4,0.1875,0.524,0.375,0.09825
Brand A,75846,0.6875,0.09999999999999998,4,0.6875,0.09999999999999998,0.375,0.06874999999999998
Brand D,78270,0.1725,0.82,9,0.1725,0.82,1.0,0.14145
Brand Z,52276,0.74,0.384,7,0.74,0.384,0.75,0.28416
Brand X,66744,0.31000000000000005,0.09200000000000003,8,0.31000000000000005,0.09200000000000003,0.875,0.028520000000000014
Brand A,48512,0.15750000000000003,0.38,4,0.15750000000000003,0.38,0.375,0.059850000000000014
Brand D,67754,0.36,0.404,9,0.36,0.404,1.0,0.14544
Brand C,85226,0.8800000000000001,0.05199999999999999,6,0.8800000000000001,0.05199999999999999,0.625,0.045759999999999995
Brand Y,44910,0.43500000000000005,0.44400000000000006,3,0.43500000000000005,0.44400000000000006,0.25,0.19314000000000006
Brand E,91232,0.8425,0.824,2,0.8425,0.824,0.125,0.69422
Brand A,34537,0.365,0.616,4,0.365,0.616,0.375,0.22483999999999998
Brand A,31600,0.9550000000000001,0.7640000000000001,4,0.9550000000000001,0.7640000000000001,0.375,0.7296200000000002
Brand Y,52864,0.0050000000000000044,0.45599999999999996,3,0.0050000000000000044,0.45599999999999996,0.25,0.0022800000000000016
Brand E,66118,0.6,0.7159999999999999,2,0.6,0.7159999999999999,0.125,0.4295999999999999
Brand B,98850,0.7650000000000001,0.23199999999999998,5,0.7650000000000001,0.23199999999999998,0.5,0.17748000000000003
Brand C,49858,0.0050000000000000044,0.616,6,0.0050000000000000044,0.616,0.625,0.003080000000000003
Brand E,49241,0.29500000000000004,0.4079999999999999,2,0.29500000000000004,0.4079999999999999,0.125,0.12036
Brand C,59276,0.605,0.30799999999999994,6,0.605,0.30799999999999994,0.625,0.18633999999999995
Brand C,50206,0.485,0.26,6,0.485,0.26,0.625,0.1261
Brand C,32898,0.395,0.5159999999999999,6,0.395,0.5159999999999999,0.625,0.20381999999999997
Brand Y,85356,0.5875,0.5840000000000001,3,0.5875,0.5840000000000001,0.25,0.34310000000000007
Brand X,64204,0.9425000000000001,0.9919999999999999,8,0.9425000000000001,0.9919999999999999,0.875,0.93496
Brand Y,34756,0.14250000000000002,0.8079999999999999,3,0.14250000000000002,0.8079999999999999,0.25,0.11514
Brand D,72671,0.1725,0.66,9,0.1725,0.66,1.0,0.11384999999999999
Brand Z,46419,0.4375,0.864,7,0.4375,0.864,0.75,0.378
Brand X,78019,0.8325,0.7999999999999999,8,0.8325,0.7999999999999999,0.875,0.6659999999999999
Brand W,42693,0.49750000000000005,0.7400000000000001,1,0.49750000000000005,0.7400000000000001,0.0,0.3681500000000001
Brand W,65817,0.6125,0.532,1,0.6125,0.532,0.0,0.32585000000000003
Brand Y,55438,0.04999999999999999,0.928,3,0.04999999999999999,0.928,0.25,0.04639999999999999
Brand W,72982,0.7650000000000001,0.7000000000000001,1,0.7650000000000001,0.7000000000000001,0.0,0.5355000000000001
Brand B,85253,0.5800000000000001,0.576,5,0.5800000000000001,0.576,0.5,0.33408
Brand W,55823,0.185,0.3320000000000001,1,0.185,0.3320000000000001,0.0,0.06142000000000001
Brand C,75343,0.6525,0.9800000000000001,6,0.6525,0.9800000000000001,0.625,0.6394500000000001
Brand Z,99025,0.605,0.07999999999999996,7,0.605,0.07999999999999996,0.75,0.04839999999999998
Brand A,83617,0.37250000000000005,0.01200000000000001,4,0.37250000000000005,0.01200000000000001,0.375,0.004470000000000004
Brand W,70713,0.4275,0.392,1,0.4275,0.392,0.0,0.16758
Brand Z,78792,0.5025000000000001,0.30799999999999994,7,0.5025000000000001,0.30799999999999994,0.75,0.15477
Brand D,71902,0.8825000000000001,0.58,9,0.8825000000000001,0.58,1.0,0.51185
Brand D,51423,0.0,0.007999999999999952,9,0.0,0.007999999999999952,1.0,0.0
Brand X,65501,0.4225,0.6,8,0.4225,0.6,0.875,0.2535
Brand Z,94683,0.7675000000000001,0.816,7,0.7675000000000001,0.816,0.75,0.6262800000000001
Brand B,56270,0.6950000000000001,0.868,5,0.6950000000000001,0.868,0.5,0.60326
Brand B,83684,0.07750000000000001,0.3440000000000001,5,0.07750000000000001,0.3440000000000001,0.5,0.02666000000000001
Brand C,38896,0.8275000000000001,0.9640000000000001,6,0.8275000000000001,0.9640000000000001,0.625,0.7977100000000001
Brand Y,50761,0.21000000000000002,0.272,3,0.21000000000000002,0.272,0.25,0.05712000000000001
Brand Y,33463,0.81,0.06,3,0.81,0.06,0.25,0.048600000000000004
Brand W,88506,0.40249999999999997,0.3759999999999999,1,0.40249999999999997,0.3759999999999999,0.0,0.15133999999999995
Brand A,44379,0.175,0.672,4,0.175,0.672,0.375,0.1176
Brand A,86056,0.0,0.3320000000000001,4,0.0,0.3320000000000001,0.375,0.0
Brand B,31436,0.03500000000000003,0.6959999999999998,5,0.03500000000000003,0.6959999999999998,0.5,0.024360000000000017
Brand D,62879,0.07,0.17200000000000004,9,0.07,0.17200000000000004,1.0,0.012040000000000004
Brand E,44018,0.94,0.5640000000000001,2,0.94,0.5640000000000001,0.125,0.5301600000000001
Brand C,49594,0.1875,0.5840000000000001,6,0.1875,0.5840000000000001,0.625,0.10950000000000001
Brand Y,58403,0.245,0.652,3,0.245,0.652,0.25,0.15974
Brand D,45321,0.8400000000000001,0.38,9,0.8400000000000001,0.38,1.0,0.31920000000000004
Brand D,47666,0.42500000000000004,0.42799999999999994,9,0.42500000000000004,0.42799999999999994,1.0,0.18189999999999998
Brand C,76017,0.08000000000000002,0.5159999999999999,6,0.08000000000000002,0.5159999999999999,0.625,0.04128
Brand A,89863,0.6,0.7879999999999999,4,0.6,0.7879999999999999,0.375,0.47279999999999994
Brand C,65121,0.75,0.7640000000000001,6,0.75,0.7640000000000001,0.625,0.5730000000000001
Brand A,33376,0.9299999999999999,0.04799999999999993,4,0.9299999999999999,0.04799999999999993,0.375,0.04463999999999994
Brand B,39241,0.615,0.03200000000000003,5,0.615,0.03200000000000003,0.5,0.019680000000000017
Brand W,76602,0.2,0.7599999999999999,1,0.2,0.7599999999999999,0.0,0.152
Brand E,46762,0.07750000000000001,0.936,2,0.07750000000000001,0.936,0.125,0.07254000000000002
Brand A,78386,0.77,0.7599999999999999,4,0.77,0.7599999999999999,0.375,0.5851999999999999
Brand W,54810,0.275,0.4,1,0.275,0.4,0.0,0.11000000000000001
Brand E,36639,0.03750000000000003,0.352,2,0.03750000000000003,0.352,0.125,0.01320000000000001
Brand B,48905,0.96,0.42799999999999994,5,0.96,0.42799999999999994,0.5,0.4108799999999999
Brand E,90904,0.9924999999999999,0.244,2,0.9924999999999999,0.244,0.125,0.24216999999999997
Brand W,99480,0.7025,0.2559999999999999,1,0.7025,0.2559999999999999,0.0,0.17983999999999992
Brand E,86931,0.31500000000000006,0.29200000000000004,2,0.31500000000000006,0.29200000000000004,0.125,0.09198000000000003
Brand X,30973,0.5725,0.9559999999999998,8,0.5725,0.9559999999999998,0.875,0.54731
Brand C,45142,0.33499999999999996,0.02799999999999997,6,0.33499999999999996,0.02799999999999997,0.625,0.009379999999999989
Brand Z,47384,0.48250000000000004,0.23199999999999998,7,0.48250000000000004,0.23199999999999998,0.75,0.11194
Brand Z,64485,0.6950000000000001,0.62,7,0.6950000000000001,0.62,0.75,0.43090000000000006
Brand Z,97568,0.275,0.043999999999999984,7,0.275,0.043999999999999984,0.75,0.012099999999999996
Brand C,66689,0.09250000000000003,0.268,6,0.09250000000000003,0.268,0.625,0.02479000000000001
Brand Z,71316,0.48250000000000004,0.852,7,0.48250000000000004,0.852,0.75,0.41109
Brand D,84341,0.13,0.24,9,0.13,0.24,1.0,0.0312
Brand Y,64313,0.365,0.532,3,0.365,0.532,0.25,0.19418000000000002
Brand Y,50237,0.925,0.06399999999999995,3,0.925,0.06399999999999995,0.25,0.059199999999999954
Brand W,31847,0.16749999999999998,0.06799999999999995,1,0.16749999999999998,0.06799999999999995,0.0,0.01138999999999999
Brand X,98447,0.825,0.7999999999999999,8,0.825,0.7999999999999999,0.875,0.6599999999999999
Brand D,91221,0.685,0.32799999999999996,9,0.685,0.32799999999999996,1.0,0.22468
Brand B,66445,0.10749999999999998,0.31200000000000006,5,0.10749999999999998,0.31200000000000006,0.5,0.03354
Brand A,83235,0.5525,0.18799999999999994,4,0.5525,0.18799999999999994,0.375,0.10386999999999996
Brand Y,65593,0.1325,0.5159999999999999,3,0.1325,0.5159999999999999,0.25,0.06836999999999999
Brand Z,85764,0.2375,0.612,7,0.2375,0.612,0.75,0.14534999999999998
Brand D,78500,0.4625,0.7559999999999999,9,0.4625,0.7559999999999999,1.0,0.34964999999999996
Brand A,74535,0.3075,0.21199999999999997,4,0.3075,0.21199999999999997,0.375,0.06518999999999998
Brand D,31302,0.56,0.48,9,0.56,0.48,1.0,0.26880000000000004
Brand E,92519,0.8800000000000001,0.007999999999999952,2,0.8800000000000001,0.007999999999999952,0.125,0.007039999999999959
Brand Y,72976,0.9475,0.15200000000000002,3,0.9475,0.15200000000000002,0.25,0.14402000000000004
Brand Y,39822,0.74,0.388,3,0.74,0.388,0.25,0.28712
Brand E,93107,0.715,0.6959999999999998,2,0.715,0.6959999999999998,0.125,0.49763999999999986
Brand A,48612,0.265,0.28,4,0.265,0.28,0.375,0.07420000000000002
Brand Y,88829,0.9575,0.42000000000000004,3,0.9575,0.42000000000000004,0.25,0.40215000000000006
Brand X,39856,0.5575,0.5279999999999999,8,0.5575,0.5279999999999999,0.875,0.29435999999999996
Brand W,78459,0.4325,0.31999999999999995,1,0.4325,0.31999999999999995,0.0,0.13839999999999997
Brand E,55791,0.525,0.2559999999999999,2,0.525,0.2559999999999999,0.125,0.13439999999999996
Brand C,75063,0.7175,0.384,6,0.7175,0.384,0.625,0.27552000000000004
Brand A,56764,0.47250000000000003,0.45599999999999996,4,0.47250000000000003,0.45599999999999996,0.375,0.21545999999999998
Brand E,44259,0.22500000000000003,0.24,2,0.22500000000000003,0.24,0.125,0.054000000000000006
Brand D,37382,0.54,0.3320000000000001,9,0.54,0.3320000000000001,1.0,0.17928000000000005
Brand X,87028,0.1325,0.644,8,0.1325,0.644,0.875,0.08533
Brand D,30943,0.6025,0.38,9,0.6025,0.38,1.0,0.22895000000000001
Brand Z,61144,0.05249999999999999,0.43999999999999995,7,0.05249999999999999,0.43999999999999995,0.75,0.023099999999999992
Brand C,71918,0.5925,0.68,6,0.5925,0.68,0.625,0.40290000000000004
Brand D,77096,0.4425,0.352,9,0.4425,0.352,1.0,0.15575999999999998
Brand Y,49574,0.4475,0.08799999999999997,3,0.4475,0.08799999999999997,0.25,0.039379999999999984
Brand B,39363,0.6875,0.4,5,0.6875,0.4,0.5,0.275
Brand B,34221,0.5800000000000001,0.33999999999999997,5,0.5800000000000001,0.33999999999999997,0.5,0.19720000000000001
Brand E,88438,0.16999999999999998,0.58,2,0.16999999999999998,0.58,0.125,0.09859999999999998
Brand A,50353,0.6725,0.7120000000000001,4,0.6725,0.7120000000000001,0.375,0.47882
Brand E,63800,0.355,1.0,2,0.355,1.0,0.125,0.355
Brand B,90449,0.49,0.43999999999999995,5,0.49,0.43999999999999995,0.5,0.21559999999999996
Brand B,60938,0.555,0.9719999999999999,5,0.555,0.9719999999999999,0.5,0.5394599999999999
Brand D,33106,0.26249999999999996,0.384,9,0.26249999999999996,0.384,1.0,0.10079999999999999
Brand Y,51122,0.9525000000000001,0.1479999999999999,3,0.9525000000000001,0.1479999999999999,0.25,0.14096999999999993
Brand B,71185,0.5175000000000001,0.4640000000000001,5,0.5175000000000001,0.4640000000000001,0.5,0.24012000000000008
Brand C,75183,0.0025000000000000022,0.29200000000000004,6,0.0025000000000000022,0.29200000000000004,0.625,0.0007300000000000007
Brand C,31727,0.27749999999999997,0.15600000000000003,6,0.27749999999999997,0.15600000000000003,0.625,0.04329
Brand D,76106,0.30000000000000004,0.30400000000000005,9,0.30000000000000004,0.30400000000000005,1.0,0.09120000000000003
Brand D,63561,0.485,0.844,9,0.485,0.844,1.0,0.40934
Brand W,53323,0.18,0.2759999999999999,1,0.18,0.2759999999999999,0.0,0.04967999999999998
Brand E,80449,0.020000000000000018,0.684,2,0.020000000000000018,0.684,0.125,0.013680000000000013
Brand B,91533,0.48,0.9759999999999999,5,0.48,0.9759999999999999,0.5,0.4684799999999999
Brand X,31005,0.45000000000000007,0.7959999999999999,8,0.45000000000000007,0.7959999999999999,0.875,0.3582
Brand B,76365,0.375,0.5479999999999999,5,0.375,0.5479999999999999,0.5,0.20549999999999996
Brand E,68841,0.6825,0.38,2,0.6825,0.38,0.125,0.25935
Brand Z,72771,0.7325,0.9959999999999999,7,0.7325,0.9959999999999999,0.75,0.7295699999999999
Brand W,87291,0.52,0.648,1,0.52,0.648,0.0,0.33696000000000004
Brand X,83533,0.0675,0.62,8,0.0675,0.62,0.875,0.041850000000000005
Brand C,56332,0.6900000000000001,0.42000000000000004,6,0.6900000000000001,0.42000000000000004,0.625,0.28980000000000006
Brand E,76522,0.37,0.7359999999999999,2,0.37,0.7359999999999999,0.125,0.27231999999999995
Brand B,38192,0.99,0.492,5,0.99,0.492,0.5,0.48708
Brand C,69835,0.96,0.15600000000000003,6,0.96,0.15600000000000003,0.625,0.14976000000000003
Brand A,70902,0.365,0.824,4,0.365,0.824,0.375,0.30075999999999997
Brand C,64592,0.5750000000000001,0.7799999999999999,6,0.5750000000000001,0.7799999999999999,0.625,0.4485
Brand W,75839,0.6075,0.488,1,0.6075,0.488,0.0,0.29646
Brand B,32522,0.98,0.524,5,0.98,0.524,0.5,0.51352
Brand Z,36535,0.8325,0.32400000000000007,7,0.8325,0.32400000000000007,0.75,0.2697300000000001
Brand Y,88046,0.16999999999999998,0.9400000000000001,3,0.16999999999999998,0.9400000000000001,0.25,0.1598
Brand A,59600,0.6225,0.568,4,0.6225,0.568,0.375,0.35358
Brand X,35908,0.20500000000000002,0.876,8,0.20500000000000002,0.876,0.875,0.17958000000000002
Brand W,72974,0.125,0.924,1,0.125,0.924,0.0,0.1155
Brand W,53806,0.9924999999999999,0.3759999999999999,1,0.9924999999999999,0.3759999999999999,0.0,0.37317999999999985
Brand E,54205,0.41000000000000003,0.272,2,0.41000000000000003,0.272,0.125,0.11152000000000002
Brand E,55313,0.9325000000000001,0.3320000000000001,2,0.9325000000000001,0.3320000000000001,0.125,0.3095900000000001
Brand B,71229,0.6475,0.11599999999999999,5,0.6475,0.11599999999999999,0.5,0.07511
Brand W,66275,0.5575,0.1479999999999999,1,0.5575,0.1479999999999999,0.0,0.08250999999999994
Brand X,84850,0.22000000000000003,0.23199999999999998,8,0.22000000000000003,0.23199999999999998,0.875,0.05104
Brand E,61812,0.21250000000000002,0.92,2,0.21250000000000002,0.92,0.125,0.19550000000000003
Brand Z,72235,0.38250000000000006,0.17200000000000004,7,0.38250000000000006,0.17200000000000004,0.75,0.06579000000000003
Brand Y,58407,0.7175,0.924,3,0.7175,0.924,0.25,0.6629700000000001
Brand D,80985,0.18,0.404,9,0.18,0.404,1.0,0.07272
Brand A,40398,0.125,0.8040000000000002,4,0.125,0.8040000000000002,0.375,0.10050000000000002
Brand C,55465,0.75,0.055999999999999994,6,0.75,0.055999999999999994,0.625,0.041999999999999996
Brand Z,31743,0.21500000000000002,0.86,7,0.21500000000000002,0.86,0.75,0.1849
Brand Y,77180,0.4,0.844,3,0.4,0.844,0.25,0.3376
Brand E,81336,0.865,0.9640000000000001,2,0.865,0.9640000000000001,0.125,0.83386
Brand D,42672,0.16250000000000003,0.648,9,0.16250000000000003,0.648,1.0,0.10530000000000002
Brand D,44391,0.4625,0.5920000000000001,9,0.4625,0.5920000000000001,1.0,0.27380000000000004
Brand W,76034,0.4375,0.20399999999999996,1,0.4375,0.20399999999999996,0.0,0.08924999999999998
Brand A,96484,0.8600000000000001,0.7559999999999999,4,0.8600000000000001,0.7559999999999999,0.375,0.65016
Brand B,38850,0.8900000000000001,0.8919999999999998,5,0.8900000000000001,0.8919999999999998,0.5,0.7938799999999999
Brand X,86932,0.45499999999999996,0.908,8,0.45499999999999996,0.908,0.875,0.41313999999999995
Brand C,35956,0.5825,0.06399999999999995,6,0.5825,0.06399999999999995,0.625,0.03727999999999997
Brand W,86440,0.42500000000000004,0.648,1,0.42500000000000004,0.648,0.0,0.27540000000000003
Brand W,75155,0.5325,0.10799999999999998,1,0.5325,0.10799999999999998,0.0,0.05750999999999999
Brand E,82161,0.22000000000000003,1.0,2,0.22000000000000003,1.0,0.125,0.22000000000000003
Brand A,38930,0.355,0.4,4,0.355,0.4,0.375,0.142
Brand D,69829,0.6475,0.7320000000000001,9,0.6475,0.7320000000000001,1.0,0.47397000000000006
Brand X,45330,0.5225,0.5359999999999999,8,0.5225,0.5359999999999999,0.875,0.2800599999999999
Brand Y,35114,0.545,0.9480000000000001,3,0.545,0.9480000000000001,0.25,0.5166600000000001
Brand X,48390,0.38,0.628,8,0.38,0.628,0.875,0.23864
Brand D,99608,0.615,0.08399999999999996,9,0.615,0.08399999999999996,1.0,0.05165999999999998
Brand X,91753,0.5925,0.132,8,0.5925,0.132,0.875,0.07821
Brand X,37796,0.72,0.016000000000000014,8,0.72,0.016000000000000014,0.875,0.01152000000000001
Brand B,50165,0.665,0.5479999999999999,5,0.665,0.5479999999999999,0.5,0.36441999999999997
Brand C,60479,0.8300000000000001,0.5920000000000001,6,0.8300000000000001,0.5920000000000001,0.625,0.49136000000000013
Brand A,65286,0.25250000000000006,0.236,4,0.25250000000000006,0.236,0.375,0.05959000000000001
Brand C,95003,0.6950000000000001,0.472,6,0.6950000000000001,0.472,0.625,0.32804
Brand Y,64309,0.38,0.5279999999999999,3,0.38,0.5279999999999999,0.25,0.20063999999999996
Brand B,71281,0.13,0.5640000000000001,5,0.13,0.5640000000000001,0.5,0.07332000000000001
Brand C,92767,0.44500000000000006,0.21199999999999997,6,0.44500000000000006,0.21199999999999997,0.625,0.09434
Brand E,81021,0.9650000000000001,0.03999999999999998,2,0.9650000000000001,0.03999999999999998,0.125,0.03859999999999998
Brand Y,58605,0.11499999999999999,0.20399999999999996,3,0.11499999999999999,0.20399999999999996,0.25,0.023459999999999995
Brand A,66807,0.6975,0.616,4,0.6975,0.616,0.375,0.42966
Brand C,85904,0.68,0.07200000000000001,6,0.68,0.07200000000000001,0.625,0.04896000000000001
Brand C,32628,0.79,0.9319999999999998,6,0.79,0.9319999999999998,0.625,0.7362799999999999
Brand D,91079,0.68,0.29200000000000004,9,0.68,0.29200000000000004,1.0,0.19856000000000004
Brand W,41076,0.925,0.5920000000000001,1,0.925,0.5920000000000001,0.0,0.5476000000000001
Brand Z,60237,0.7175,0.512,7,0.7175,0.512,0.75,0.36736
Brand X,92877,0.6,0.9959999999999999,8,0.6,0.9959999999999999,0.875,0.5975999999999999
Brand D,76630,0.8049999999999999,0.03200000000000003,9,0.8049999999999999,0.03200000000000003,1.0,0.025760000000000022
Brand Z,96625,0.7825,0.08799999999999997,7,0.7825,0.08799999999999997,0.75,0.06885999999999998
Brand X,90523,0.6525,0.019999999999999962,8,0.6525,0.019999999999999962,0.875,0.013049999999999975
Brand W,58818,0.96,0.2879999999999999,1,0.96,0.2879999999999999,0.0,0.2764799999999999
Brand W,64867,0.49750000000000005,0.132,1,0.49750000000000005,0.132,0.0,0.06567
Brand D,83017,0.47750000000000004,0.9119999999999998,9,0.47750000000000004,0.9119999999999998,1.0,0.4354799999999999
Brand A,96630,0.36,0.14400000000000002,4,0.36,0.14400000000000002,0.375,0.051840000000000004
Brand D,70614,0.26749999999999996,0.9480000000000001,9,0.26749999999999996,0.9480000000000001,1.0,0.25359
Brand B,49723,0.48750000000000004,0.10399999999999998,5,0.48750000000000004,0.10399999999999998,0.5,0.050699999999999995
Brand X,43467,0.025000000000000022,1.0,8,0.025000000000000022,1.0,0.875,0.025000000000000022
Brand B,67384,0.25250000000000006,0.11199999999999999,5,0.25250000000000006,0.11199999999999999,0.5,0.028280000000000003
Brand E,68669,0.255,0.7320000000000001,2,0.255,0.7320000000000001,0.125,0.18666000000000002
Brand X,75586,0.345,0.652,8,0.345,0.652,0.875,0.22494
Brand D,68136,0.18,0.8079999999999999,9,0.18,0.8079999999999999,1.0,0.14543999999999999
Brand C,56032,0.5725,0.15200000000000002,6,0.5725,0.15200000000000002,0.625,0.08702000000000001
Brand Y,97259,0.535,0.928,3,0.535,0.928,0.25,0.49648000000000003
Brand C,97974,0.175,0.42799999999999994,6,0.175,0.42799999999999994,0.625,0.07489999999999998
Brand E,80007,0.29500000000000004,0.544,2,0.29500000000000004,0.544,0.125,0.16048000000000004
Brand Y,42677,0.1325,0.10799999999999998,3,0.1325,0.10799999999999998,0.25,0.014309999999999998
Brand Z,63670,0.2875,0.7559999999999999,7,0.2875,0.7559999999999999,0.75,0.21734999999999996
Brand Z,37521,0.2425,0.5359999999999999,7,0.2425,0.5359999999999999,0.75,0.12997999999999998
Brand X,67829,0.8574999999999999,0.7240000000000001,8,0.8574999999999999,0.7240000000000001,0.875,0.62083
Brand A,43999,0.9525000000000001,0.09200000000000003,4,0.9525000000000001,0.09200000000000003,0.375,0.08763000000000004
Brand B,39646,0.8800000000000001,0.24,5,0.8800000000000001,0.24,0.5,0.21120000000000003
Brand C,72030,0.5125000000000001,0.019999999999999962,6,0.5125000000000001,0.019999999999999962,0.625,0.010249999999999981
Brand W,54784,0.485,0.18799999999999994,1,0.485,0.18799999999999994,0.0,0.09117999999999997
Brand E,89287,0.73,0.17200000000000004,2,0.73,0.17200000000000004,0.125,0.12556000000000003
Brand B,46593,0.42500000000000004,0.9,5,0.42500000000000004,0.9,0.5,0.38250000000000006
Brand W,88187,0.8400000000000001,0.7200000000000001,1,0.8400000000000001,0.7200000000000001,0.0,0.6048000000000001
Brand E,84484,0.5375,0.5279999999999999,2,0.5375,0.5279999999999999,0.125,0.28379999999999994
Brand X,69389,0.68,0.7359999999999999,8,0.68,0.7359999999999999,0.875,0.5004799999999999
Brand B,98972,0.37750000000000006,0.268,5,0.37750000000000006,0.268,0.5,0.10117000000000002
Brand E,56475,0.22750000000000004,0.45599999999999996,2,0.22750000000000004,0.45599999999999996,0.125,0.10374000000000001
Brand X,86108,0.6725,0.20399999999999996,8,0.6725,0.20399999999999996,0.875,0.13718999999999998
Brand C,38746,0.7650000000000001,0.2759999999999999,6,0.7650000000000001,0.2759999999999999,0.625,0.21113999999999997
Brand Y,80184,0.0,0.824,3,0.0,0.824,0.25,0.0
Brand E,77171,0.5225,0.7440000000000001,2,0.5225,0.7440000000000001,0.125,0.38874000000000003
Brand D,88021,0.8875,0.588,9,0.8875,0.588,1.0,0.5218499999999999
Brand Z,77372,0.22500000000000003,0.848,7,0.22500000000000003,0.848,0.75,0.19080000000000003
Brand D,62175,0.7325,0.54,9,0.7325,0.54,1.0,0.39555000000000007
Brand C,90777,0.6625,0.7120000000000001,6,0.6625,0.7120000000000001,0.625,0.4717
Brand E,56164,0.34750000000000003,0.632,2,0.34750000000000003,0.632,0.125,0.21962
Brand D,64275,0.42500000000000004,0.36,9,0.42500000000000004,0.36,1.0,0.153
Brand A,86236,0.7849999999999999,0.9440000000000001,4,0.7849999999999999,0.9440000000000001,0.375,0.7410399999999999
Brand Z,44930,0.09000000000000002,0.2559999999999999,7,0.09000000000000002,0.2559999999999999,0.75,0.023039999999999998
Brand X,95270,0.6225,0.5559999999999999,8,0.6225,0.5559999999999999,0.875,0.34611
Brand A,89794,0.2475,0.05199999999999999,4,0.2475,0.05199999999999999,0.375,0.012869999999999998
Brand D,97961,0.09500000000000003,0.7999999999999999,9,0.09500000000000003,0.7999999999999999,1.0,0.07600000000000001
Brand Z,85449,0.64,0.12,7,0.64,0.12,0.75,0.0768
Brand X,33159,0.9325000000000001,0.612,8,0.9325000000000001,0.612,0.875,0.57069
Brand E,60429,0.7775000000000001,0.3320000000000001,2,0.7775000000000001,0.3320000000000001,0.125,0.2581300000000001
Brand Y,41836,0.26249999999999996,0.14400000000000002,3,0.26249999999999996,0.14400000000000002,0.25,0.0378
Brand B,77828,0.9850000000000001,0.9519999999999998,5,0.9850000000000001,0.9519999999999998,0.5,0.9377199999999999
Brand Z,32643,0.895,0.7520000000000001,7,0.895,0.7520000000000001,0.75,0.6730400000000001
Brand W,71043,0.175,0.848,1,0.175,0.848,0.0,0.14839999999999998
Brand C,76510,0.6950000000000001,0.656,6,0.6950000000000001,0.656,0.625,0.45592000000000005
Brand W,94025,0.18,0.384,1,0.18,0.384,0.0,0.06912
Brand B,77633,0.6575,0.7240000000000001,5,0.6575,0.7240000000000001,0.5,0.47603000000000006
Brand X,74483,0.16749999999999998,0.33999999999999997,8,0.16749999999999998,0.33999999999999997,0.875,0.05694999999999999
Brand W,33916,0.135,0.7240000000000001,1,0.135,0.7240000000000001,0.0,0.09774000000000002
Brand D,79732,0.3275,0.32400000000000007,9,0.3275,0.32400000000000007,1.0,0.10611000000000002
Brand E,93297,0.2875,0.52,2,0.2875,0.52,0.125,0.1495
Brand B,85486,0.30500000000000005,0.368,5,0.30500000000000005,0.368,0.5,0.11224000000000002
Brand D,84866,0.62,0.2559999999999999,9,0.62,0.2559999999999999,1.0,0.15871999999999994
Brand B,91604,0.12,0.8079999999999999,5,0.12,0.8079999999999999,0.5,0.09695999999999999
Brand C,60099,0.8574999999999999,0.7120000000000001,6,0.8574999999999999,0.7120000000000001,0.625,0.61054
Brand X,61679,0.26749999999999996,0.7520000000000001,8,0.26749999999999996,0.7520000000000001,0.875,0.20116
Brand X,90424,0.6325000000000001,0.48,8,0.6325000000000001,0.48,0.875,0.30360000000000004
Brand Z,70428,0.08250000000000002,0.904,7,0.08250000000000002,0.904,0.75,0.07458000000000002
Brand X,46317,0.5,0.596,8,0.5,0.596,0.875,0.298
Brand A,63079,0.49250000000000005,0.868,4,0.49250000000000005,0.868,0.375,0.42749000000000004
Brand D,31081,0.37750000000000006,0.21999999999999997,9,0.37750000000000006,0.21999999999999997,1.0,0.08305
Brand Z,97062,0.38750000000000007,0.33599999999999997,7,0.38750000000000007,0.33599999999999997,0.75,0.1302
Brand W,52316,0.7849999999999999,0.03200000000000003,1,0.7849999999999999,0.03200000000000003,0.0,0.02512000000000002
